time,temperature
2015-01-01,1.0604166666666668
2015-01-02,4.643229166666666
2015-01-03,2.091666666666667
2015-01-04,2.521875
2015-01-05,1.0213541666666675
2015-01-06,0.9338541666666669
2015-01-07,3.5755208333333335
2015-01-08,5.697395833333334
2015-01-09,9.030729166666669
2015-01-10,11.150520833333337
2015-01-11,4.554687499999999
2015-01-12,7.631770833333331
2015-01-13,9.514062500000003
2015-01-14,3.5510416666666647
2015-01-15,8.760937500000002
2015-01-16,5.9140625
2015-01-17,2.6171874999999996
2015-01-18,1.408854166666667
2015-01-19,-0.32031249999999983
2015-01-20,0.359375
2015-01-21,0.2859374999999998
2015-01-22,0.6885416666666665
2015-01-23,0.49895833333333334
2015-01-24,-0.6317708333333334
2015-01-25,0.910416666666667
2015-01-26,3.0390624999999996
2015-01-27,3.652083333333334
2015-01-28,3.9614583333333346
2015-01-29,2.8583333333333325
2015-01-30,1.5541666666666665
2015-01-31,2.183854166666666
2015-02-01,0.8296874999999999
2015-02-02,1.4229166666666668
2015-02-03,0.5708333333333332
2015-02-04,-1.7197916666666673
2015-02-05,-2.444270833333333
2015-02-06,-1.5572916666666667
2015-02-07,-0.567708333333334
2015-02-08,2.7723958333333343
2015-02-09,4.113020833333334
2015-02-10,4.821874999999999
2015-02-11,3.3078124999999985
2015-02-12,2.5703125
2015-02-13,3.0838541666666686
2015-02-14,5.422395833333333
2015-02-15,4.0921875000000005
2015-02-16,1.9161458333333339
2015-02-17,2.3989583333333337
2015-02-18,3.306250000000001
2015-02-19,0.7989583333333335
2015-02-20,6.415624999999998
2015-02-21,4.818749999999999
2015-02-22,3.336979166666666
2015-02-23,2.944791666666666
2015-02-24,3.939062499999999
2015-02-25,4.001562500000001
2015-02-26,6.225520833333334
2015-02-27,4.363020833333333
2015-02-28,3.449479166666668
2015-03-01,7.514062499999998
2015-03-02,5.320312499999999
2015-03-03,4.5046875
2015-03-04,4.068749999999999
2015-03-05,4.6812499999999995
2015-03-06,3.7692708333333322
2015-03-07,6.769270833333334
2015-03-08,10.126041666666666
2015-03-09,7.884895833333332
2015-03-10,6.317708333333335
2015-03-11,3.685416666666667
2015-03-12,5.06875
2015-03-13,4.5218750000000005
2015-03-14,3.5989583333333335
2015-03-15,4.626041666666667
2015-03-16,5.632291666666668
2015-03-17,9.252604166666664
2015-03-18,9.069791666666669
2015-03-19,6.677604166666666
2015-03-20,5.886979166666669
2015-03-21,4.671874999999999
2015-03-22,5.029166666666668
2015-03-23,5.464583333333336
2015-03-24,7.884895833333331
2015-03-25,6.26927083333334
2015-03-26,6.159374999999998
2015-03-27,7.036979166666666
2015-03-28,7.938541666666665
2015-03-29,10.390625000000002
2015-03-30,7.23125
2015-03-31,9.064583333333335
2015-04-01,5.844791666666668
2015-04-02,5.743749999999999
2015-04-03,6.614062499999999
2015-04-04,5.671875000000001
2015-04-05,4.793749999999999
2015-04-06,4.515104166666666
2015-04-07,5.833854166666666
2015-04-08,6.977604166666666
2015-04-09,11.951562500000001
2015-04-10,14.480729166666663
2015-04-11,12.127604166666666
2015-04-12,11.040104166666664
2015-04-13,10.063020833333335
2015-04-14,14.063541666666667
2015-04-15,16.494270833333335
2015-04-16,13.161979166666674
2015-04-17,9.452604166666665
2015-04-18,8.261458333333334
2015-04-19,9.666666666666666
2015-04-20,11.983854166666665
2015-04-21,12.569270833333334
2015-04-22,8.591666666666667
2015-04-23,10.039583333333335
2015-04-24,14.213020833333331
2015-04-25,12.774999999999999
2015-04-26,13.357812499999993
2015-04-27,8.694270833333333
2015-04-28,7.178645833333328
2015-04-29,8.690624999999999
2015-04-30,8.375520833333338
2015-05-01,7.349479166666668
2015-05-02,10.398958333333331
2015-05-03,13.695833333333331
2015-05-04,17.070833333333333
2015-05-05,17.377604166666668
2015-05-06,13.345312499999991
2015-05-07,12.463020833333331
2015-05-08,14.278645833333334
2015-05-09,15.571354166666666
2015-05-10,14.939583333333333
2015-05-11,18.647395833333334
2015-05-12,17.949479166666663
2015-05-13,13.987500000000004
2015-05-14,12.722916666666668
2015-05-15,13.305729166666664
2015-05-16,10.360937499999999
2015-05-17,12.141145833333335
2015-05-18,14.740625000000003
2015-05-19,11.552604166666667
2015-05-20,10.5078125
2015-05-21,11.628125000000006
2015-05-22,14.304166666666667
2015-05-23,14.335937499999998
2015-05-24,15.344270833333333
2015-05-25,12.257291666666662
2015-05-26,10.9703125
2015-05-27,12.335416666666669
2015-05-28,14.872395833333336
2015-05-29,13.010937500000004
2015-05-30,11.238020833333337
2015-05-31,14.953645833333333
2015-06-01,13.335416666666658
2015-06-02,16.55364583333333
2015-06-03,16.108333333333334
2015-06-04,18.140624999999996
2015-06-05,24.314062500000002
2015-06-06,17.719791666666662
2015-06-07,15.513541666666667
2015-06-08,14.537499999999993
2015-06-09,13.784895833333332
2015-06-10,17.9125
2015-06-11,19.95260416666667
2015-06-12,20.106250000000003
2015-06-13,19.057812500000004
2015-06-14,18.289583333333336
2015-06-15,15.415624999999997
2015-06-16,13.09895833333333
2015-06-17,16.0921875
2015-06-18,16.486979166666668
2015-06-19,11.739583333333334
2015-06-20,12.328124999999998
2015-06-21,15.743749999999993
2015-06-22,11.926041666666663
2015-06-23,11.804687500000002
2015-06-24,13.985937500000006
2015-06-25,18.407812500000002
2015-06-26,21.0078125
2015-06-27,18.810937500000005
2015-06-28,18.391666666666662
2015-06-29,21.061458333333338
2015-06-30,21.86874999999999
2015-07-01,26.117708333333322
2015-07-02,29.277604166666666
2015-07-03,26.838020833333346
2015-07-04,29.286458333333343
