,pressure,temperature,wind_speed,roughness_length,temperature,wind_speed
,0,2,10,0,10,80
2017-01-01 00:00:00+01:00,98405.7,267.6,5.326969999999999,0.15,267.57,7.80697
2017-01-01 01:00:00+01:00,98382.7,267.6,5.46199,0.15,267.55,7.86199
2017-01-01 02:00:00+01:00,98362.9,267.61,5.67899,0.15,267.54,8.598989999999999
2017-01-01 03:00:00+01:00,98340.9,267.63,5.68466,0.15,267.56,7.894660000000001
2017-01-01 04:00:00+01:00,98336.8,267.63,5.38084,0.15,267.61,7.57084
2017-01-01 05:00:00+01:00,98334.2,267.61,5.2828599999999994,0.15,267.55,7.512860000000001
2017-01-01 06:00:00+01:00,98324.6,267.55,5.43709,0.15,267.52,7.737089999999999
2017-01-01 07:00:00+01:00,98345.1,267.51,5.491619999999999,0.15,267.46,8.22162
2017-01-01 08:00:00+01:00,98394.9,267.48,5.52631,0.15,267.45,7.766310000000001
2017-01-01 09:00:00+01:00,98446.6,267.67,5.57199,0.15,267.6,7.7419899999999995
2017-01-01 10:00:00+01:00,98486.0,267.95,5.38384,0.15,267.88,7.94384
2017-01-01 11:00:00+01:00,98568.0,268.27,5.31816,0.15,268.19,7.75816
2017-01-01 12:00:00+01:00,98609.2,268.49,5.9200800000000005,0.15,268.46,8.36008
2017-01-01 13:00:00+01:00,98716.8,268.61,5.50331,0.15,268.53,7.953310000000001
2017-01-01 14:00:00+01:00,98834.5,268.56,5.16204,0.15,268.48,7.98204
2017-01-01 15:00:00+01:00,98911.4,268.38,4.94334,0.15,268.35,7.823339999999999
2017-01-01 16:00:00+01:00,98999.0,268.22,4.62725,0.15,268.15,7.75725
2017-01-01 17:00:00+01:00,99083.0,268.11,4.20744,0.15,268.07,6.54744
2017-01-01 18:00:00+01:00,99166.6,267.98,3.9600800000000005,0.15,267.9,6.370080000000001
2017-01-01 19:00:00+01:00,99249.6,267.8,4.18155,0.15,267.75,6.53155
2017-01-01 20:00:00+01:00,99299.1,267.44,4.38756,0.15,267.38,6.72756
2017-01-01 21:00:00+01:00,99355.0,266.96,4.35175,0.15,266.92,6.59175
2017-01-01 22:00:00+01:00,99414.6,266.48,4.1938699999999995,0.15,266.45,7.05387
2017-01-01 23:00:00+01:00,99489.6,266.09,3.95468,0.15,266.03,6.2946800000000005
2017-01-02 00:00:00+01:00,99571.5,265.77,3.8039099999999997,0.15,265.72,6.40391
2017-01-02 01:00:00+01:00,99650.6,265.5,3.7534099999999997,0.15,265.47,6.43341
2017-01-02 02:00:00+01:00,99725.8,265.17,3.6845199999999996,0.15,265.1,6.60452
2017-01-02 03:00:00+01:00,99808.4,264.52,3.64885,0.15,264.48,6.15885
2017-01-02 04:00:00+01:00,99902.3,263.77,3.64895,0.15,263.74,6.21895
2017-01-02 05:00:00+01:00,99984.0,262.95,3.26095,0.15,262.88,6.01095
2017-01-02 06:00:00+01:00,100051.0,262.39,2.82002,0.15,262.36,4.9900199999999995
2017-01-02 07:00:00+01:00,100127.0,261.87,2.6383099999999997,0.15,261.83,5.54831
2017-01-02 08:00:00+01:00,100213.0,261.44,2.60467,0.15,261.4,5.62467
2017-01-02 09:00:00+01:00,100301.0,261.65,2.48291,0.15,261.62,5.4429099999999995
2017-01-02 10:00:00+01:00,100361.0,261.92,2.2749099999999998,0.15,261.89,5.25491
2017-01-02 11:00:00+01:00,100411.0,262.18,2.05207,0.15,262.13,5.13207
2017-01-02 12:00:00+01:00,100456.0,262.4,1.84496,0.15,262.34,4.89496
2017-01-02 13:00:00+01:00,100502.0,262.39,1.71002,0.15,262.35,4.85002
2017-01-02 14:00:00+01:00,100544.0,262.11,1.6591200000000002,0.15,262.04,4.31912
2017-01-02 15:00:00+01:00,100588.0,261.71,1.85037,0.15,261.65,4.000369999999999
2017-01-02 16:00:00+01:00,100623.0,261.44,2.0592599999999996,0.15,261.41,4.22926
2017-01-02 17:00:00+01:00,100659.0,261.92,2.19697,0.15,261.87,5.286969999999999
2017-01-02 18:00:00+01:00,100681.0,262.12,2.36407,0.15,262.06,4.81407
2017-01-02 19:00:00+01:00,100680.0,262.12,2.68317,0.15,262.08,5.153169999999999
2017-01-02 20:00:00+01:00,100665.0,262.11,2.88922,0.15,262.07,5.27922
2017-01-02 21:00:00+01:00,100666.0,263.05,2.82869,0.15,263.0,5.9686900000000005
2017-01-02 22:00:00+01:00,100671.0,263.87,2.9034299999999997,0.15,263.84,5.11343
2017-01-02 23:00:00+01:00,100673.0,264.67,3.00159,0.15,264.64,5.38159
2017-01-03 00:00:00+01:00,100667.0,265.4,3.05818,0.15,265.33,5.38818
2017-01-03 01:00:00+01:00,100665.0,266.02,3.00373,0.15,265.99,5.49373
2017-01-03 02:00:00+01:00,100680.0,266.43,2.75149,0.15,266.38,5.34149
2017-01-03 03:00:00+01:00,100679.0,266.7,2.51612,0.15,266.65,5.05612
2017-01-03 04:00:00+01:00,100674.0,266.92,2.37815,0.15,266.87,4.96815
2017-01-03 05:00:00+01:00,100665.0,267.08,2.1536299999999997,0.15,267.02,4.45363
2017-01-03 06:00:00+01:00,100661.0,267.25,2.02063,0.15,267.22,4.76063
2017-01-03 07:00:00+01:00,100659.0,267.42,1.95815,0.15,267.34,5.01815
2017-01-03 08:00:00+01:00,100658.0,267.55,1.9779200000000001,0.15,267.48,4.82792
2017-01-03 09:00:00+01:00,100660.0,268.08,2.55804,0.15,268.01,5.06804
2017-01-03 10:00:00+01:00,100694.0,268.45,3.32156,0.15,268.41,5.74156
2017-01-03 11:00:00+01:00,100735.0,268.53,3.6103,0.15,268.51,5.8803
2017-01-03 12:00:00+01:00,100768.0,268.44,3.4401300000000004,0.15,268.38,6.56013
2017-01-03 13:00:00+01:00,100796.0,268.23,2.96,0.15,268.18,5.42
2017-01-03 14:00:00+01:00,100837.0,267.75,2.35225,0.15,267.71,5.39225
2017-01-03 15:00:00+01:00,100866.0,266.4,2.01119,0.15,266.32,5.01119
2017-01-03 16:00:00+01:00,100887.0,264.81,2.1198799999999998,0.15,264.76,4.389880000000001
2017-01-03 17:00:00+01:00,100918.0,263.67,2.2944400000000003,0.15,263.63,5.16444
2017-01-03 18:00:00+01:00,100952.0,262.72,2.27325,0.15,262.68,5.20325
2017-01-03 19:00:00+01:00,100985.0,262.0,2.15235,0.15,261.97,4.32235
2017-01-03 20:00:00+01:00,100994.0,261.32,1.8934099999999998,0.15,261.25,4.7634099999999995
2017-01-03 21:00:00+01:00,101000.0,260.86,1.6545400000000001,0.15,260.83,4.09454
2017-01-03 22:00:00+01:00,101008.0,260.51,1.52908,0.15,260.44,3.7190800000000004
2017-01-03 23:00:00+01:00,101029.0,260.2,1.48863,0.15,260.13,4.38863
2017-01-04 00:00:00+01:00,101045.0,259.9,1.4753,0.15,259.84,3.8553
2017-01-04 01:00:00+01:00,101052.0,259.62,1.50899,0.15,259.57,4.00899
2017-01-04 02:00:00+01:00,101037.0,259.45,1.28043,0.15,259.37,3.5104300000000004
2017-01-04 03:00:00+01:00,100998.0,259.31,1.10342,0.15,259.28,3.7434199999999995
2017-01-04 04:00:00+01:00,100954.0,259.15,1.06461,0.15,259.13,3.55461
2017-01-04 05:00:00+01:00,100920.0,259.09,0.9252600000000001,0.15,259.06,3.23526
2017-01-04 06:00:00+01:00,100881.0,259.01,0.8257059999999999,0.15,258.97,3.7057059999999997
2017-01-04 07:00:00+01:00,100838.0,258.6,0.701859,0.15,258.52,3.3918589999999997
2017-01-04 08:00:00+01:00,100787.0,258.5,0.636228,0.15,258.46,3.2962279999999997
2017-01-04 09:00:00+01:00,100757.0,258.92,0.625409,0.15,258.84,2.955409
2017-01-04 10:00:00+01:00,100724.0,259.61,0.5328470000000001,0.15,259.57,3.622847
2017-01-04 11:00:00+01:00,100683.0,260.35,0.5832729999999999,0.15,260.28,3.7032730000000003
2017-01-04 12:00:00+01:00,100647.0,260.87,0.510706,0.15,260.81,3.0107060000000003
2017-01-04 13:00:00+01:00,100616.0,261.02,0.22191100000000002,0.15,260.97,2.901911
2017-01-04 14:00:00+01:00,100589.0,260.77,0.385802,0.15,260.72,3.415802
2017-01-04 15:00:00+01:00,100554.0,260.26,0.635682,0.15,260.21,2.835682
2017-01-04 16:00:00+01:00,100512.0,259.74,0.722206,0.15,259.71,3.782206
2017-01-04 17:00:00+01:00,100467.0,259.48,0.635188,0.15,259.41,2.945188
2017-01-04 18:00:00+01:00,100431.0,259.34,0.403484,0.15,259.29,2.733484
2017-01-04 19:00:00+01:00,100399.0,259.27,0.25764499999999996,0.15,259.2,3.2976449999999997
2017-01-04 20:00:00+01:00,100364.0,259.22,0.23088699999999998,0.15,259.19,2.860887
2017-01-04 21:00:00+01:00,100326.0,259.2,0.289493,0.15,259.12,2.519493
2017-01-04 22:00:00+01:00,100291.0,259.2,0.674469,0.15,259.13,3.5644690000000003
2017-01-04 23:00:00+01:00,100256.0,259.23,1.1361299999999999,0.15,259.18,3.8961300000000003
2017-01-05 00:00:00+01:00,100220.0,259.34,1.48263,0.15,259.3,4.44263
2017-01-05 01:00:00+01:00,100181.0,259.51,1.5488899999999999,0.15,259.49,4.22889
2017-01-05 02:00:00+01:00,100140.0,260.18,1.3623100000000001,0.15,260.12,4.16231
2017-01-05 03:00:00+01:00,100091.0,259.94,1.30019,0.15,259.86,3.99019
2017-01-05 04:00:00+01:00,100042.0,259.72,1.22271,0.15,259.69,4.20271
2017-01-05 05:00:00+01:00,99998.2,259.57,1.06734,0.15,259.51,3.9173400000000003
2017-01-05 06:00:00+01:00,99948.1,259.44,0.9712719999999999,0.15,259.38,3.421272
2017-01-05 07:00:00+01:00,99886.7,259.2,1.09976,0.15,259.13,3.31976
2017-01-05 08:00:00+01:00,99818.8,258.91,1.3729799999999999,0.15,258.83,3.5829800000000005
2017-01-05 09:00:00+01:00,99756.1,259.34,1.56233,0.15,259.28,4.11233
2017-01-05 10:00:00+01:00,99696.6,259.88,1.60909,0.15,259.86,4.339090000000001
2017-01-05 11:00:00+01:00,99642.5,260.47,1.47126,0.15,260.45,4.04126
2017-01-05 12:00:00+01:00,99582.7,260.97,1.22238,0.15,260.89,3.9423800000000004
2017-01-05 13:00:00+01:00,99521.3,261.13,1.0588899999999999,0.15,261.09,3.5188900000000003
2017-01-05 14:00:00+01:00,99471.2,260.83,1.27001,0.15,260.76,4.39001
2017-01-05 15:00:00+01:00,99432.7,260.21,1.5522200000000002,0.15,260.18,3.79222
2017-01-05 16:00:00+01:00,99403.5,259.62,1.70032,0.15,259.58,4.35032
2017-01-05 17:00:00+01:00,99363.6,259.21,1.75863,0.15,259.18,4.82863
2017-01-05 18:00:00+01:00,99323.1,258.96,1.6418,0.15,258.89,3.8618
2017-01-05 19:00:00+01:00,99287.1,258.82,1.43202,0.15,258.74,4.45202
2017-01-05 20:00:00+01:00,99238.3,258.68,1.3928399999999999,0.15,258.63,4.00284
2017-01-05 21:00:00+01:00,99190.8,258.59,1.30528,0.15,258.54,4.41528
2017-01-05 22:00:00+01:00,99160.1,258.57,1.1415799999999998,0.15,258.53,4.22158
2017-01-05 23:00:00+01:00,99141.2,258.65,1.10291,0.15,258.58,3.62291
2017-01-06 00:00:00+01:00,99130.9,258.84,1.1737600000000001,0.15,258.81,3.45376
2017-01-06 01:00:00+01:00,99127.4,259.23,1.19974,0.15,259.15,3.4697400000000003
2017-01-06 02:00:00+01:00,99128.5,260.38,1.28662,0.15,260.33,3.69662
2017-01-06 03:00:00+01:00,99105.7,260.26,1.54882,0.15,260.22,4.3288199999999994
2017-01-06 04:00:00+01:00,99078.1,260.45,1.52977,0.15,260.38,3.8897699999999995
2017-01-06 05:00:00+01:00,99053.5,260.69,1.36668,0.15,260.66,3.5166800000000005
2017-01-06 06:00:00+01:00,99026.5,260.94,1.2967899999999999,0.15,260.87,3.69679
2017-01-06 07:00:00+01:00,99013.7,261.14,1.3055,0.15,261.11,3.4855
2017-01-06 08:00:00+01:00,99011.7,261.43,1.37923,0.15,261.4,4.07923
2017-01-06 09:00:00+01:00,99009.9,262.28,1.54701,0.15,262.23,4.61701
2017-01-06 10:00:00+01:00,99006.6,263.17,1.7622200000000001,0.15,263.15,4.5022199999999994
2017-01-06 11:00:00+01:00,99010.4,264.24,1.7635599999999998,0.15,264.2,4.30356
2017-01-06 12:00:00+01:00,99021.0,264.87,1.8478599999999998,0.15,264.79,4.62786
2017-01-06 13:00:00+01:00,99024.8,265.43,1.78025,0.15,265.36,4.83025
2017-01-06 14:00:00+01:00,99031.5,265.59,1.7179,0.15,265.54,4.3379
2017-01-06 15:00:00+01:00,99059.4,265.32,1.5174299999999998,0.15,265.25,4.367430000000001
2017-01-06 16:00:00+01:00,99097.8,264.86,1.53535,0.15,264.82,3.98535
2017-01-06 17:00:00+01:00,99133.4,264.74,1.62984,0.15,264.69,3.83984
2017-01-06 18:00:00+01:00,99161.0,264.57,1.761,0.15,264.49,4.031000000000001
2017-01-06 19:00:00+01:00,99187.2,264.34,1.7441799999999998,0.15,264.31,4.78418
2017-01-06 20:00:00+01:00,99211.3,264.1,1.68012,0.15,264.03,4.21012
2017-01-06 21:00:00+01:00,99242.4,263.9,1.72892,0.15,263.83,3.9789199999999996
2017-01-06 22:00:00+01:00,99275.1,263.84,1.8537299999999999,0.15,263.8,3.9937300000000002
2017-01-06 23:00:00+01:00,99323.4,263.39,1.9699400000000002,0.15,263.37,5.01994
2017-01-07 00:00:00+01:00,99375.6,263.18,2.0078400000000003,0.15,263.1,4.17784
2017-01-07 01:00:00+01:00,99430.9,262.97,1.9678400000000003,0.15,262.94,4.1878400000000005
2017-01-07 02:00:00+01:00,99490.4,262.83,1.99643,0.15,262.75,4.91643
2017-01-07 03:00:00+01:00,99552.1,263.02,2.05974,0.15,262.97,4.69974
2017-01-07 04:00:00+01:00,99597.5,263.04,2.0703400000000003,0.15,262.98,4.26034
2017-01-07 05:00:00+01:00,99622.7,262.99,2.15834,0.15,262.94,5.01834
2017-01-07 06:00:00+01:00,99639.7,262.63,2.2539,0.15,262.6,5.2739
2017-01-07 07:00:00+01:00,99656.9,262.4,2.41636,0.15,262.34,4.74636
2017-01-07 08:00:00+01:00,99683.7,262.09,2.61055,0.15,262.04,5.60055
2017-01-07 09:00:00+01:00,99716.4,262.12,2.748,0.15,262.06,5.038
2017-01-07 10:00:00+01:00,99754.7,262.07,2.89715,0.15,261.99,5.87715
2017-01-07 11:00:00+01:00,99811.4,262.25,3.11852,0.15,262.21,5.3185199999999995
2017-01-07 12:00:00+01:00,99872.0,262.57,3.3868099999999997,0.15,262.5,5.69681
2017-01-07 13:00:00+01:00,99938.9,262.9,3.44846,0.15,262.84,5.67846
2017-01-07 14:00:00+01:00,100028.0,262.74,3.35454,0.15,262.7,5.60454
2017-01-07 15:00:00+01:00,100104.0,262.33,3.2911,0.15,262.25,6.1611
2017-01-07 16:00:00+01:00,100162.0,262.36,3.2490200000000002,0.15,262.33,5.39902
2017-01-07 17:00:00+01:00,100217.0,262.56,3.33863,0.15,262.52,6.18863
2017-01-07 18:00:00+01:00,100274.0,262.87,3.5237800000000004,0.15,262.83,5.78378
2017-01-07 19:00:00+01:00,100330.0,263.15,3.6029699999999996,0.15,263.07,6.39297
2017-01-07 20:00:00+01:00,100380.0,263.8,3.53191,0.15,263.78,6.28191
2017-01-07 21:00:00+01:00,100434.0,264.23,3.25355,0.15,264.16,6.00355
2017-01-07 22:00:00+01:00,100497.0,264.56,2.85047,0.15,264.49,5.34047
2017-01-07 23:00:00+01:00,100557.0,264.95,2.27388,0.15,264.9,5.34388
2017-01-08 00:00:00+01:00,100617.0,265.27,1.7513599999999998,0.15,265.24,4.571359999999999
2017-01-08 01:00:00+01:00,100670.0,265.38,1.20631,0.15,265.31,3.8363099999999997
2017-01-08 02:00:00+01:00,100745.0,265.41,0.8459459999999999,0.15,265.36,3.815946
2017-01-08 03:00:00+01:00,100773.0,265.34,1.7043400000000002,0.15,265.27,3.91434
2017-01-08 04:00:00+01:00,100819.0,265.29,1.9802,0.15,265.23,4.7202
2017-01-08 05:00:00+01:00,100846.0,265.19,2.4071599999999997,0.15,265.11,5.37716
2017-01-08 06:00:00+01:00,100854.0,265.17,2.79641,0.15,265.1,5.91641
2017-01-08 07:00:00+01:00,100873.0,265.18,3.0405599999999997,0.15,265.13,5.8205599999999995
2017-01-08 08:00:00+01:00,100862.0,265.15,3.4521800000000002,0.15,265.13,6.51218
2017-01-08 09:00:00+01:00,100857.0,265.44,4.14499,0.15,265.36,7.044989999999999
2017-01-08 10:00:00+01:00,100856.0,265.83,4.5154,0.15,265.75,6.7854
2017-01-08 11:00:00+01:00,100849.0,266.24,5.0034,0.15,266.19,8.1234
2017-01-08 12:00:00+01:00,100829.0,266.58,5.76208,0.15,266.55,8.37208
2017-01-08 13:00:00+01:00,100802.0,266.68,6.30171,0.15,266.66,8.45171
2017-01-08 14:00:00+01:00,100794.0,266.6,6.55537,0.15,266.57,8.86537
2017-01-08 15:00:00+01:00,100769.0,266.32,6.33082,0.15,266.26,8.78082
2017-01-08 16:00:00+01:00,100727.0,265.93,6.13089,0.15,265.87,8.44089
2017-01-08 17:00:00+01:00,100682.0,265.63,6.4282900000000005,0.15,265.6,8.56829
2017-01-08 18:00:00+01:00,100639.0,265.38,6.443,0.15,265.3,8.963
2017-01-08 19:00:00+01:00,100593.0,265.15,6.53751,0.15,265.11,9.017510000000001
2017-01-08 20:00:00+01:00,100560.0,264.97,6.58345,0.15,264.91,8.81345
2017-01-08 21:00:00+01:00,100524.0,264.87,6.8638699999999995,0.15,264.83,9.49387
2017-01-08 22:00:00+01:00,100457.0,264.82,7.252910000000001,0.15,264.78,9.452910000000001
2017-01-08 23:00:00+01:00,100403.0,264.89,7.5407399999999996,0.15,264.82,9.78074
2017-01-09 00:00:00+01:00,100360.0,264.98,7.94066,0.15,264.92,10.270660000000001
2017-01-09 01:00:00+01:00,100322.0,265.12,8.19224,0.15,265.06,10.52224
2017-01-09 02:00:00+01:00,100290.0,265.37,8.3721,0.15,265.3,11.2621
2017-01-09 03:00:00+01:00,100229.0,265.7,8.58747,0.15,265.65,11.52747
2017-01-09 04:00:00+01:00,100175.0,266.23,8.94711,0.15,266.19,11.897110000000001
2017-01-09 05:00:00+01:00,100140.0,266.76,9.47753,0.15,266.7,11.71753
2017-01-09 06:00:00+01:00,100120.0,267.13,9.58088,0.15,267.05,12.45088
2017-01-09 07:00:00+01:00,100077.0,267.34,9.27084,0.15,267.28,11.890839999999999
2017-01-09 08:00:00+01:00,100007.0,267.45,9.02852,0.15,267.41,11.758519999999999
2017-01-09 09:00:00+01:00,99974.4,267.61,8.8981,0.15,267.56,11.5981
2017-01-09 10:00:00+01:00,99939.0,267.67,8.712810000000001,0.15,267.63,11.40281
2017-01-09 11:00:00+01:00,99885.2,267.65,8.545760000000001,0.15,267.57,10.875760000000001
2017-01-09 12:00:00+01:00,99825.8,267.69,8.41137,0.15,267.64,10.93137
2017-01-09 13:00:00+01:00,99794.1,267.62,8.076,0.15,267.58,10.745999999999999
2017-01-09 14:00:00+01:00,99767.9,267.4,7.80628,0.15,267.35,10.77628
2017-01-09 15:00:00+01:00,99712.0,267.1,7.749410000000001,0.15,267.05,10.18941
2017-01-09 16:00:00+01:00,99680.1,266.82,7.66995,0.15,266.8,10.08995
2017-01-09 17:00:00+01:00,99664.9,266.69,7.49605,0.15,266.65,10.60605
2017-01-09 18:00:00+01:00,99665.3,266.66,7.102130000000001,0.15,266.64,9.52213
2017-01-09 19:00:00+01:00,99653.3,266.62,6.8277600000000005,0.15,266.58,9.71776
2017-01-09 20:00:00+01:00,99622.2,266.58,6.58403,0.15,266.54,9.714030000000001
2017-01-09 21:00:00+01:00,99600.6,266.61,6.30489,0.15,266.57,8.89489
2017-01-09 22:00:00+01:00,99594.9,266.69,5.96267,0.15,266.61,8.15267
2017-01-09 23:00:00+01:00,99605.2,266.77,5.60579,0.15,266.69,7.895789999999999
2017-01-10 00:00:00+01:00,99621.9,266.83,5.327000000000001,0.15,266.78,7.917000000000001
2017-01-10 01:00:00+01:00,99644.8,266.87,5.17828,0.15,266.8,7.74828
2017-01-10 02:00:00+01:00,99668.3,266.89,5.035019999999999,0.15,266.85,7.665019999999999
2017-01-10 03:00:00+01:00,99685.7,266.91,4.80961,0.15,266.88,7.4996100000000006
2017-01-10 04:00:00+01:00,99695.5,266.92,4.65143,0.15,266.89,7.71143
2017-01-10 05:00:00+01:00,99706.8,266.94,4.53305,0.15,266.88,7.23305
2017-01-10 06:00:00+01:00,99729.9,266.96,4.2398,0.15,266.89,7.0298
2017-01-10 07:00:00+01:00,99758.5,266.98,3.9486800000000004,0.15,266.92,6.19868
2017-01-10 08:00:00+01:00,99796.5,267.02,3.70013,0.15,266.98,6.60013
2017-01-10 09:00:00+01:00,99834.5,267.24,3.59344,0.15,267.18,6.13344
2017-01-10 10:00:00+01:00,99852.9,267.56,3.6015099999999998,0.15,267.52,6.661510000000001
2017-01-10 11:00:00+01:00,99881.4,267.86,3.48605,0.15,267.79,6.18605
2017-01-10 12:00:00+01:00,99929.9,267.98,3.214,0.15,267.95,5.864
2017-01-10 13:00:00+01:00,99981.7,267.97,2.62054,0.15,267.94,5.40054
2017-01-10 14:00:00+01:00,100030.0,267.95,2.14394,0.15,267.91,4.3139400000000006
2017-01-10 15:00:00+01:00,100077.0,267.92,1.85801,0.15,267.87,4.0980099999999995
2017-01-10 16:00:00+01:00,100111.0,267.88,1.65442,0.15,267.82,3.9844199999999996
2017-01-10 17:00:00+01:00,100134.0,267.89,1.5025,0.15,267.84,4.2325
2017-01-10 18:00:00+01:00,100154.0,267.91,1.41785,0.15,267.86,3.84785
2017-01-10 19:00:00+01:00,100171.0,267.94,1.35012,0.15,267.91,4.070119999999999
2017-01-10 20:00:00+01:00,100181.0,267.96,1.28467,0.15,267.89,3.5346699999999998
2017-01-10 21:00:00+01:00,100182.0,267.97,1.38391,0.15,267.95,3.64391
2017-01-10 22:00:00+01:00,100189.0,267.99,1.51474,0.15,267.93,4.54474
2017-01-10 23:00:00+01:00,100207.0,268.03,1.57934,0.15,267.95,4.10934
2017-01-11 00:00:00+01:00,100233.0,268.08,1.55952,0.15,268.03,3.7795199999999998
2017-01-11 01:00:00+01:00,100252.0,268.1,1.58649,0.15,268.04,3.8864900000000002
2017-01-11 02:00:00+01:00,100253.0,268.11,1.79226,0.15,268.09,4.07226
2017-01-11 03:00:00+01:00,100253.0,268.14,1.8267,0.15,268.07,4.0267
2017-01-11 04:00:00+01:00,100260.0,268.17,1.6861099999999998,0.15,268.1,4.43611
2017-01-11 05:00:00+01:00,100264.0,268.2,1.6846900000000002,0.15,268.17,4.01469
2017-01-11 06:00:00+01:00,100258.0,268.23,1.75722,0.15,268.17,4.11722
2017-01-11 07:00:00+01:00,100252.0,268.27,1.85244,0.15,268.23,4.05244
2017-01-11 08:00:00+01:00,100259.0,268.33,1.8005099999999998,0.15,268.25,4.57051
2017-01-11 09:00:00+01:00,100257.0,268.69,1.8257599999999998,0.15,268.61,4.6757599999999995
2017-01-11 10:00:00+01:00,100248.0,269.12,2.01855,0.15,269.08,4.76855
2017-01-11 11:00:00+01:00,100238.0,269.48,2.1379900000000003,0.15,269.4,4.82799
2017-01-11 12:00:00+01:00,100236.0,269.79,2.00769,0.15,269.73,4.41769
2017-01-11 13:00:00+01:00,100258.0,269.97,1.8091700000000002,0.15,269.94,4.209169999999999
2017-01-11 14:00:00+01:00,100295.0,270.03,1.4265299999999999,0.15,269.97,4.22653
2017-01-11 15:00:00+01:00,100316.0,269.89,1.34362,0.15,269.81,3.5036199999999997
2017-01-11 16:00:00+01:00,100345.0,269.57,1.46702,0.15,269.51,4.277019999999999
2017-01-11 17:00:00+01:00,100378.0,269.37,1.6386599999999998,0.15,269.3,4.34866
2017-01-11 18:00:00+01:00,100403.0,269.19,1.8624599999999998,0.15,269.12,4.58246
2017-01-11 19:00:00+01:00,100419.0,268.67,1.90547,0.15,268.6,4.21547
2017-01-11 20:00:00+01:00,100436.0,268.2,1.82308,0.15,268.13,4.16308
2017-01-11 21:00:00+01:00,100442.0,267.86,1.72118,0.15,267.78,4.48118
2017-01-11 22:00:00+01:00,100474.0,267.6,1.74138,0.15,267.56,4.16138
2017-01-11 23:00:00+01:00,100508.0,267.36,1.8003,0.15,267.31,4.3403
2017-01-12 00:00:00+01:00,100541.0,267.06,1.84148,0.15,267.0,4.1814800000000005
2017-01-12 01:00:00+01:00,100583.0,266.66,1.9274099999999998,0.15,266.58,4.63741
2017-01-12 02:00:00+01:00,100622.0,266.41,1.93418,0.15,266.35,5.054180000000001
2017-01-12 03:00:00+01:00,100630.0,266.18,1.87651,0.15,266.14,4.33651
2017-01-12 04:00:00+01:00,100626.0,265.89,1.82044,0.15,265.81,4.66044
2017-01-12 05:00:00+01:00,100620.0,265.59,1.6913099999999999,0.15,265.56,4.701309999999999
2017-01-12 06:00:00+01:00,100627.0,265.28,1.4642700000000002,0.15,265.24,4.31427
2017-01-12 07:00:00+01:00,100640.0,264.95,1.49276,0.15,264.91,4.41276
2017-01-12 08:00:00+01:00,100618.0,264.73,1.61151,0.15,264.66,3.7715099999999997
2017-01-12 09:00:00+01:00,100577.0,265.03,1.57282,0.15,264.99,4.562819999999999
2017-01-12 10:00:00+01:00,100534.0,265.55,1.46438,0.15,265.52,4.4543800000000005
2017-01-12 11:00:00+01:00,100501.0,266.02,1.3661299999999998,0.15,265.95,4.14613
2017-01-12 12:00:00+01:00,100474.0,266.26,1.62996,0.15,266.22,3.80996
2017-01-12 13:00:00+01:00,100440.0,266.23,1.8852099999999998,0.15,266.17,4.08521
2017-01-12 14:00:00+01:00,100410.0,265.92,1.94913,0.15,265.84,4.78913
2017-01-12 15:00:00+01:00,100397.0,265.38,2.0228099999999998,0.15,265.34,4.83281
2017-01-12 16:00:00+01:00,100383.0,264.76,2.13853,0.15,264.69,5.05853
2017-01-12 17:00:00+01:00,100355.0,264.35,2.2309900000000003,0.15,264.31,4.68099
2017-01-12 18:00:00+01:00,100317.0,264.09,2.3412599999999997,0.15,264.05,4.7012599999999996
2017-01-12 19:00:00+01:00,100275.0,263.92,2.48999,0.15,263.88,4.66999
2017-01-12 20:00:00+01:00,100233.0,263.75,2.58668,0.15,263.71,5.30668
2017-01-12 21:00:00+01:00,100178.0,263.67,2.82234,0.15,263.6,5.84234
2017-01-12 22:00:00+01:00,100115.0,263.68,3.13555,0.15,263.64,5.33555
2017-01-12 23:00:00+01:00,100070.0,263.7,3.1934400000000003,0.15,263.62,5.57344
2017-01-13 00:00:00+01:00,100039.0,263.86,3.3570300000000004,0.15,263.81,5.93703
2017-01-13 01:00:00+01:00,100013.0,263.96,3.3073900000000003,0.15,263.88,6.09739
2017-01-13 02:00:00+01:00,99993.8,263.96,3.10984,0.15,263.9,5.66984
2017-01-13 03:00:00+01:00,99980.8,263.91,2.9885,0.15,263.86,5.7785
2017-01-13 04:00:00+01:00,99957.5,263.88,3.14098,0.15,263.81,5.54098
2017-01-13 05:00:00+01:00,99919.9,263.94,3.51851,0.15,263.91,6.35851
2017-01-13 06:00:00+01:00,99874.7,263.9,3.5232099999999997,0.15,263.88,5.7032099999999994
2017-01-13 07:00:00+01:00,99845.7,263.86,3.6259699999999997,0.15,263.81,6.225969999999999
2017-01-13 08:00:00+01:00,99820.4,263.92,3.7598199999999995,0.15,263.9,6.16982
2017-01-13 09:00:00+01:00,99790.0,264.2,3.68256,0.15,264.14,5.84256
2017-01-13 10:00:00+01:00,99774.5,264.85,3.63385,0.15,264.79,6.55385
2017-01-13 11:00:00+01:00,99785.2,265.63,3.70876,0.15,265.55,6.81876
2017-01-13 12:00:00+01:00,99804.1,266.32,3.8812800000000003,0.15,266.24,6.9112800000000005
2017-01-13 13:00:00+01:00,99811.2,266.71,3.99185,0.15,266.63,6.62185
