time,thermal_energy_output,efficiency,el_demand,thermal_energy_output,cop,el_demand,temperature
2015-11-21 16:00:00,0,,0,0,0,0,62.8929866541225
2015-11-21 16:15:00,0,,0,0,0,0,62.3283030781221
2015-11-21 16:30:00,0,,0,0,0,0,61.7648340229846
2015-11-21 16:45:00,0,,0,0,0,0,61.20256628079562
2015-11-21 17:00:00,0,,0,0,0,0,60.641486787276854
2015-11-21 17:15:00,0,,0,0,0,0,60.085277429993575
2015-11-21 17:30:00,0,,0,0,0,0,59.533885246214226
2015-11-21 17:45:00,0,,0,0,0,0,58.987257849176956
2015-11-21 18:00:00,0,,0,0,0,0,58.44534342182594
2015-11-21 18:15:00,0,,0,0,0,0,57.90956863452367
2015-11-21 18:30:00,0,,0,0,0,0,57.379866718684625
2015-11-21 18:45:00,0,,0,0,0,0,56.85617163183162
2015-11-21 19:00:00,0,,0,0,0,0,56.338418049699456
2015-11-21 19:15:00,0,,0,0,0,0,55.83122145079908
2015-11-21 19:30:00,0,,0,0,0,0,55.33446702793784
2015-11-21 19:45:00,0,,0,0,0,0,54.848041222451315
2015-11-21 20:00:00,0,,0,4.0087564934487725,1.9896048,2.014850634381648,55.158570057169705
2015-11-21 20:15:00,0,,0,4.0087564934487725,1.9896048,2.014850634381648,55.479023205981
2015-11-21 20:30:00,0,,0,3.9886845514290608,1.9796427999999993,2.014850634381648,55.805353523784866
2015-11-21 20:45:00,0,,0,3.9488453128055596,1.9598699999999996,2.014850634381648,56.13361766635796
2015-11-21 21:00:00,0,,0,3.914319184933657,1.9427341749999996,2.014850634381648,56.464837327695605
2015-11-21 21:15:00,0,,0,3.899617474681031,1.9354375,2.014850634381648,56.81912816981058
2015-11-21 21:30:00,0,,0,3.899617474681031,1.9354375,2.014850634381648,57.199124577174146
2015-11-21 21:45:00,0,,0,3.9094122680699512,1.9402988000000003,2.014850634381648,57.60646927855209
2015-11-21 22:00:00,0,,0,3.899617474681031,1.9354375,2.014850634381648,58.03702030767128
2015-11-21 22:15:00,0,,0,3.9094122680699512,1.9402988000000003,2.014850634381648,58.48032957216887
2015-11-21 22:30:00,0,,0,3.914319184933657,1.9427341749999996,2.014850634381648,58.93529905622163
2015-11-21 22:45:00,0,,0,3.9192324485768637,1.9451727,2.014850634381648,59.40180320052885
2015-11-21 23:00:00,0,,0,3.9290780162017693,1.9500592,2.014850634381648,59.880684554782476
2015-11-21 23:15:00,0,,0,3.938948970944669,1.9549583000000004,2.014850634381648,60.353506803314325
2015-11-21 23:30:00,0,,0,3.904511697985741,1.9378665749999997,2.014850634381648,60.811640129429755
2015-11-21 23:45:00,0,,0,3.9290780162017693,1.9500592,2.014850634381648,61.26682402260469
2015-11-22 00:00:00,0,,0,3.9340103201834697,1.952507175,2.014850634381648,61.71523728523791
2015-11-22 00:15:00,0,,0,3.899617474681031,1.9354375,2.014850634381648,62.15008865025165
2015-11-22 00:30:00,0,,0,3.894729598155818,1.9330115749999996,2.014850634381648,62.577316099798296
2015-11-22 00:45:00,0,,0,3.8703854172222325,1.9209292000000002,2.014850634381648,62.99318414770897
2015-11-22 01:00:00,0,,0,3.8898480684101053,1.9305888000000002,2.014850634381648,63.4064136355761
2015-11-22 01:15:00,0,,0,3.899617474681031,1.9354375,2.014850634381648,63.815683949446225
2015-11-22 01:30:00,0,,0,3.914319184933657,1.9427341749999996,2.014850634381648,64.22200613445877
2015-11-22 01:45:00,0,,0,3.9094122680699512,1.9402988000000003,2.014850634381648,64.62156396117844
2015-11-22 02:00:00,0,,0,3.914319184933657,1.9427341749999996,2.014850634381648,65.01635700555043
2015-11-22 02:15:00,0,,0,0,0,0,64.63339824778124
2015-11-22 02:30:00,0,,0,0,0,0,64.24935029502818
2015-11-22 02:45:00,0,,0,0,0,0,63.86422499228668
