time,thermal_energy_output,cop,el_demand
2015-01-01 00:00:00,1.4432795312809423,2.792707875,0.5168029009410597
2015-01-01 00:15:00,1.4542134671239797,2.792707875,0.5207180744330374
2015-01-01 00:30:00,1.4651474029670173,2.792707875,0.5246332479250152
2015-01-01 00:45:00,1.4760813388100549,2.792707875,0.528548421416993
2015-01-01 01:00:00,1.4870152746530922,2.792707875,0.5324635949089707
2015-01-01 01:15:00,1.4948252288266903,2.792707875,0.5352601474032405
2015-01-01 01:30:00,1.5026351830002884,2.792707875,0.5380566998975101
2015-01-01 01:45:00,1.5104451371738867,2.792707875,0.5408532523917801
2015-01-01 02:00:00,1.5182550913474848,2.792707875,0.5436498048860499
2015-01-01 02:15:00,1.5479329172071579,2.792707875,0.554276704364275
2015-01-01 02:30:00,1.5776107430668311,2.792707875,0.5649036038425004
2015-01-01 02:45:00,1.6072885689265042,2.792707875,0.5755305033207256
2015-01-01 03:00:00,1.6369663947861772,2.792707875,0.5861574027989509
2015-01-01 03:15:00,1.7135039456874392,2.792707875,0.613563617242795
2015-01-01 03:30:00,1.7900414965887013,2.792707875,0.640969831686639
2015-01-01 03:45:00,1.8665790474899635,2.792707875,0.6683760461304831
2015-01-01 04:00:00,1.9431165983912255,2.792707875,0.6957822605743271
2015-01-01 04:15:00,2.155547351913096,2.792707875,0.7718484884184659
2015-01-01 04:30:00,2.367978105434966,2.792707875,0.8479147162626044
2015-01-01 04:45:00,2.5804088589568366,2.792707875,0.9239809441067431
2015-01-01 05:00:00,2.7928396124787067,2.792707875,1.0000471719508819
2015-01-01 05:15:00,2.9958984209922592,2.792707875,1.0727575368018967
2015-01-01 05:30:00,3.1989572295058117,2.792707875,1.1454679016529117
2015-01-01 05:45:00,3.4020160380193647,2.792707875,1.2181782665039267
2015-01-01 06:00:00,3.605074846532917,2.792707875,1.2908886313549415
2015-01-01 06:15:00,3.5425952131441316,2.792707875,1.268516211400783
2015-01-01 06:30:00,3.4801155797553465,2.792707875,1.2461437914466247
2015-01-01 06:45:00,3.417635946366561,2.792707875,1.2237713714924663
2015-01-01 07:00:00,3.3551563129777753,2.792707875,1.2013989515383077
2015-01-01 07:15:00,3.311420569605626,2.792707875,1.185738257570397
2015-01-01 07:30:00,3.267684826233476,2.792707875,1.1700775636024858
2015-01-01 07:45:00,3.223949082861326,2.792707875,1.154416869634575
2015-01-01 08:00:00,3.1802133394891765,2.792707875,1.1387561756666642
2015-01-01 08:15:00,3.1474115319600644,2.792707875,1.127010655190731
2015-01-01 08:30:00,3.114609724430952,2.792707875,1.115265134714798
2015-01-01 08:45:00,3.0818079169018393,2.792707875,1.1035196142388646
2015-01-01 09:00:00,3.049006109372727,2.792707875,1.0917740937629314
2015-01-01 09:15:00,3.0130803201741756,2.792707875,1.0789099522892904
2015-01-01 09:30:00,2.977154530975624,2.792707875,1.0660458108156492
2015-01-01 09:45:00,2.941228741777072,2.792707875,1.053181669342008
2015-01-01 10:00:00,2.9053029525785203,2.792707875,1.040317527868367
2015-01-01 10:15:00,2.877187117553567,2.792707875,1.0302499388889956
2015-01-01 10:30:00,2.8490712825286133,2.792707875,1.0201823499096243
2015-01-01 10:45:00,2.82095544750366,2.792707875,1.010114760930253
2015-01-01 11:00:00,2.7928396124787067,2.792707875,1.0000471719508819
2015-01-01 11:15:00,2.77878169496623,2.792707875,0.9950133774611961
2015-01-01 11:30:00,2.7647237774537534,2.792707875,0.9899795829715106
2015-01-01 11:45:00,2.750665859941277,2.792707875,0.984945788481825
2015-01-01 12:00:00,2.7366079424288,2.792707875,0.9799119939921392
2015-01-01 12:15:00,2.7350459515940804,2.792707875,0.9793526834932853
2015-01-01 12:30:00,2.7334839607593606,2.792707875,0.9787933729944313
2015-01-01 12:45:00,2.7319219699246413,2.792707875,0.9782340624955774
2015-01-01 13:00:00,2.7303599790899216,2.792707875,0.9776747519967234
2015-01-01 13:15:00,2.7428559057676787,2.792707875,0.9821492359875551
2015-01-01 13:30:00,2.7553518324454354,2.792707875,0.9866237199783867
2015-01-01 13:45:00,2.7678477591231925,2.792707875,0.9910982039692183
2015-01-01 14:00:00,2.7803436858009496,2.792707875,0.99557268796005
2015-01-01 14:15:00,2.7990875758175853,2.792707875,1.0022844139462976
2015-01-01 14:30:00,2.817831465834221,2.792707875,1.008996139932545
2015-01-01 14:45:00,2.836575355850856,2.792707875,1.0157078659187926
2015-01-01 15:00:00,2.855319245867492,2.792707875,1.02241959190504
2015-01-01 15:15:00,2.892807025900763,2.792707875,1.0358430438775352
2015-01-01 15:30:00,2.930294805934034,2.792707875,1.0492664958500302
2015-01-01 15:45:00,2.9677825859673055,2.792707875,1.0626899478225253
2015-01-01 16:00:00,3.005270366000577,2.792707875,1.0761133997950203
2015-01-01 16:15:00,3.0365101826949696,2.792707875,1.0872996097720997
2015-01-01 16:30:00,3.0677499993893624,2.792707875,1.098485819749179
2015-01-01 16:45:00,3.098989816083755,2.792707875,1.109672029726258
2015-01-01 17:00:00,3.1302296327781476,2.792707875,1.1208582397033373
2015-01-01 17:15:00,3.138039586951746,2.792707875,1.123654792197607
2015-01-01 17:30:00,3.145849541125344,2.792707875,1.126451344691877
2015-01-01 17:45:00,3.1536594952989425,2.792707875,1.1292478971861468
2015-01-01 18:00:00,3.161469449472541,2.792707875,1.1320444496804167
2015-01-01 18:15:00,3.159907458637821,2.792707875,1.1314851391815626
2015-01-01 18:30:00,3.1583454678031018,2.792707875,1.1309258286827089
2015-01-01 18:45:00,3.156783476968382,2.792707875,1.1303665181838547
