time,thermal_energy_output,cop,el_demand,temperature
2015-01-01 00:00:00,0,0,0,54.72198971211194
2015-01-01 00:15:00,0,0,0,54.44998423582841
2015-01-01 00:30:00,0,0,0,54.18380838077084
2015-01-01 00:45:00,4.862084119999999,2.4310420599999993,2.0,54.85984619785882
2015-01-01 01:00:00,4.849626720000001,2.4248133600000004,2.0,55.511654878772184
2015-01-01 01:15:00,4.837198679999999,2.4185993399999997,2.0,56.14054871786959
2015-01-01 01:30:00,4.83099567,2.415497835,2.0,56.748395345889136
2015-01-01 01:45:00,4.800090720000001,2.4000453600000005,2.0,57.331050628527414
2015-01-01 02:00:00,4.7754988800000016,2.3877494400000008,2.0,57.89046557983667
2015-01-01 02:15:00,4.7754988800000016,2.3877494400000008,2.0,58.42784293817755
2015-01-01 02:30:00,4.7754988800000016,2.3877494400000008,2.0,58.9438256503249
2015-01-01 02:45:00,4.7754988800000016,2.3877494400000008,2.0,59.43903790508142
2015-01-01 03:00:00,4.7754988800000016,2.3877494400000008,2.0,59.91408568054148
2015-01-01 03:15:00,4.763247,2.3816235,2.0,60.3581709611099
2015-01-01 03:30:00,4.763247,2.3816235,2.0,60.77455708380548
2015-01-01 03:45:00,4.7754988800000016,2.3877494400000008,2.0,61.16641217778954
2015-01-01 04:00:00,4.79393175,2.396965875,2.0,61.53564254289154
2015-01-01 04:15:00,4.800090720000001,2.4000453600000005,2.0,61.854367714425486
2015-01-01 04:30:00,4.800090720000001,2.4000453600000005,2.0,62.12287481592758
2015-01-01 04:45:00,4.800090720000001,2.4000453600000005,2.0,62.342628959590996
2015-01-01 05:00:00,4.79393175,2.396965875,2.0,62.513866147474516
2015-01-01 05:15:00,4.7754988800000016,2.3877494400000008,2.0,62.63744287556167
2015-01-01 05:30:00,4.763247,2.3816235,2.0,62.715940244833824
2015-01-01 05:45:00,4.751024479999999,2.3755122399999995,2.0,62.75067910102529
2015-01-01 06:00:00,4.744924229999998,2.372462114999999,2.0,62.744115394940266
2015-01-01 06:15:00,4.763247,2.3816235,2.0,62.75330766777192
2015-01-01 06:30:00,4.763247,2.3816235,2.0,62.774266833441466
2015-01-01 06:45:00,4.7754988800000016,2.3877494400000008,2.0,62.80900959908071
2015-01-01 07:00:00,4.781635829999998,2.390817914999999,2.0,62.85595594583568
2015-01-01 07:15:00,4.7754988800000016,2.3877494400000008,2.0,62.908775063197
2015-01-01 07:30:00,4.781635829999998,2.390817914999999,2.0,62.96965986089324
2015-01-01 07:45:00,4.7754988800000016,2.3877494400000008,2.0,63.036010774889604
2015-01-01 08:00:00,4.763247,2.3816235,2.0,63.106490448918194
2015-01-01 08:15:00,4.763247,2.3816235,2.0,63.181232294090826
2015-01-01 08:30:00,4.769369269999998,2.384684634999999,2.0,63.26129125774943
2015-01-01 08:45:00,4.800090720000001,2.4000453600000005,2.0,63.351250605605735
2015-01-01 09:00:00,4.818611670000001,2.4093058350000005,2.0,63.44847138474194
2015-01-01 09:15:00,4.849626720000001,2.4248133600000004,2.0,63.555750160387916
2015-01-01 09:30:00,4.849626720000001,2.4248133600000004,2.0,63.66681924725812
2015-01-01 09:45:00,4.950107999999999,2.4750539999999996,2.0,63.80092316989878
2015-01-01 10:00:00,5.013862999999998,2.506931499999999,2.0,63.950315523726104
2015-01-01 10:15:00,5.052468319999998,2.526234159999999,2.0,64.10820145192557
2015-01-01 10:30:00,5.065395479999999,2.5326977399999997,2.0,64.26938692436924
2015-01-01 10:45:00,5.091337880000001,2.5456689400000005,2.0,64.43628272454686
2015-01-01 11:00:00,5.1173977200000005,2.5586988600000002,2.0,64.60874487541025
2015-01-01 11:15:00,5.1173977200000005,2.5586988600000002,2.0,64.77888333543672
2015-01-01 11:30:00,5.163285030000001,2.5816425150000004,2.0,64.95560489587201
2015-01-01 11:45:00,5.222811479999998,2.611405739999999,2.0,65.14134472057334
2015-01-01 12:00:00,0,0,0,64.3183345983291
2015-01-01 12:15:00,0,0,0,63.51963667333628
2015-01-01 12:30:00,0,0,0,62.74454163724007
2015-01-01 12:45:00,0,0,0,61.9923608757569
2015-01-01 13:00:00,0,0,0,61.26242586492496
2015-01-01 13:15:00,0,0,0,60.55137969255448
2015-01-01 13:30:00,0,0,0,59.85867127678336
2015-01-01 13:45:00,0,0,0,59.18376561356281
2015-01-01 14:00:00,0,0,0,58.526143307587176
2015-01-01 14:15:00,0,0,0,57.884096609169056
2015-01-01 14:30:00,0,0,0,57.25717109995796
2015-01-01 14:45:00,0,0,0,56.644925619258764
2015-01-01 15:00:00,0,0,0,56.04693187723964
2015-01-01 15:15:00,0,0,0,55.45916355620528
2015-01-01 15:30:00,0,0,0,54.88132232949845
2015-01-01 15:45:00,5.052468319999998,2.526234159999999,2.0,55.28634527191277
2015-01-01 16:00:00,5.052468319999998,2.526234159999999,2.0,55.6723306235435
2015-01-01 16:15:00,5.026702079999999,2.5133510399999994,2.0,56.03607411742328
2015-01-01 16:30:00,4.99465943,2.497329715,2.0,56.37701567250233
2015-01-01 16:45:00,4.98827292,2.49413646,2.0,56.70076252386015
2015-01-01 17:00:00,4.969157429999998,2.484578714999999,2.0,57.005364419833256
2015-01-01 17:15:00,4.975521920000001,2.4877609600000006,2.0,57.300801124388904
2015-01-01 17:30:00,4.943772869999998,2.471886434999999,2.0,57.57999844915524
2015-01-01 17:45:00,4.962800280000001,2.4814001400000003,2.0,57.853210943271655
2015-01-01 18:00:00,4.943772869999998,2.471886434999999,2.0,58.11328294222265
2015-01-01 18:15:00,4.950107999999999,2.4750539999999996,2.0,58.367288515670595
