,pv_0,pv_1,pv_2,pv_3,pv_4,storage_0,storage_1,storage_2,storage_3,storage_4,BEV_0,BEV_1,BEV_2,BEV_3,BEV_4,HP_0,HP_1,HP_2,HP_3,HP_4,Wind_0,Wind_1,Wind_2,Wind_3,Wind_4
2015-03-01 00:00:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.42889765323280726,0.42889765323280726,0.42889765323280726,0.42889765323280726,0.42889765323280726,1709.1476137053858,1709.1476137053858,1709.1476137053858,1709.1476137053858,1709.1476137053858
2015-03-01 00:15:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.4343650924063066,0.4343650924063066,0.4343650924063066,0.4343650924063066,0.4343650924063066,1859.0893910683033,1859.0893910683033,1859.0893910683033,1859.0893910683033,1859.0893910683033
2015-03-01 00:30:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.43979144627852335,0.43979144627852335,0.43979144627852335,0.43979144627852335,0.43979144627852335,1755.909794864214,1755.909794864214,1755.909794864214,1755.909794864214,1755.909794864214
2015-03-01 00:45:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.4451771762217894,0.4451771762217894,0.4451771762217894,0.4451771762217894,0.4451771762217894,1751.6599315135466,1751.6599315135466,1751.6599315135466,1751.6599315135466,1751.6599315135466
2015-03-01 01:00:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.45052273672615056,0.45052273672615056,0.45052273672615056,0.45052273672615056,0.45052273672615056,926.19958603847,926.19958603847,926.19958603847,926.19958603847,926.19958603847
2015-03-01 01:15:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.4546915720023648,0.4546915720023648,0.4546915720023648,0.4546915720023648,0.4546915720023648,370.08010635075743,370.08010635075743,370.08010635075743,370.08010635075743,370.08010635075743
2015-03-01 01:30:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.4588577979635807,0.4588577979635807,0.4588577979635807,0.4588577979635807,0.4588577979635807,435.37155234770097,435.37155234770097,435.37155234770097,435.37155234770097,435.37155234770097
2015-03-01 01:45:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.46302141705882555,0.46302141705882555,0.46302141705882555,0.46302141705882555,0.46302141705882555,334.6232955725616,334.6232955725616,334.6232955725616,334.6232955725616,334.6232955725616
2015-03-01 02:00:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.467182431734063,0.467182431734063,0.467182431734063,0.467182431734063,0.467182431734063,741.9641005051534,741.9641005051534,741.9641005051534,741.9641005051534,741.9641005051534
2015-03-01 02:15:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.4870007316997393,0.4870007316997393,0.4870007316997393,0.4870007316997393,0.4870007316997393,2490.6788188146134,2490.6788188146134,2490.6788188146134,2490.6788188146134,2490.6788188146134
2015-03-01 02:30:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.507032510422678,0.507032510422678,0.507032510422678,0.507032510422678,0.507032510422678,1850.6576720598123,1850.6576720598123,1850.6576720598123,1850.6576720598123,1850.6576720598123
2015-03-01 02:45:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.5272812359068159,0.5272812359068159,0.5272812359068159,0.5272812359068159,0.5272812359068159,1370.6166919878206,1370.6166919878206,1370.6166919878206,1370.6166919878206,1370.6166919878206
2015-03-01 03:00:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.547750451682936,0.547750451682936,0.547750451682936,0.547750451682936,0.547750451682936,547.950660345771,547.950660345771,547.950660345771,547.950660345771,547.950660345771
2015-03-01 03:15:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.5932197987983159,0.5932197987983159,0.5932197987983159,0.5932197987983159,0.5932197987983159,1041.1759280674212,1041.1759280674212,1041.1759280674212,1041.1759280674212,1041.1759280674212
2015-03-01 03:30:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.6392592850844125,0.6392592850844125,0.6392592850844125,0.6392592850844125,0.6392592850844125,818.6681962046758,818.6681962046758,818.6681962046758,818.6681962046758,818.6681962046758
2015-03-01 03:45:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.6858797016402017,0.6858797016402017,0.6858797016402017,0.6858797016402017,0.6858797016402017,745.9949217773286,745.9949217773286,745.9949217773286,745.9949217773286,745.9949217773286
2015-03-01 04:00:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.7330921136197486,0.7330921136197486,0.7330921136197486,0.7330921136197486,0.7330921136197486,1469.8407865145189,1469.8407865145189,1469.8407865145189,1469.8407865145189,1469.8407865145189
2015-03-01 04:15:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.8223487658258455,0.8223487658258455,0.8223487658258455,0.8223487658258455,0.8223487658258455,1658.87680736377,1658.87680736377,1658.87680736377,1658.87680736377,1658.87680736377
2015-03-01 04:30:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.9118853676889639,0.9118853676889639,0.9118853676889639,0.9118853676889639,0.9118853676889639,1466.596862748096,1466.596862748096,1466.596862748096,1466.596862748096,1466.596862748096
2015-03-01 04:45:00,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,-7.5e-05,,,,,,0.0,0.0,0.0,0.0,0.0,1.0017032383529405,1.0017032383529405,1.0017032383529405,1.0017032383529405,1.0017032383529405,1037.2923247560038,1037.2923247560038,1037.2923247560038,1037.2923247560038,1037.2923247560038
