time,Wind_0,Wind_1,Wind_2,Wind_3,Wind_4,Wind_5,P_ac,P_in without losses [KW],P_in [KW],hydrogen production [Kg/dt],surplus electricity [kW],status,status codes,H20 [kg/dt],Oxygen [kg/dt],cooling Water [kg/dt],Heat Cell [%],heat system [%],electrolyzer {%],gasdrying {%],electronics [%],pump [%],compression [%],efficiency [%],efficency _c [%],Electrolyzer
2024-03-03 21:45:00,1648.6358731415085,1648.6358731415085,1648.6358731415085,1648.6358731415085,1648.6358731415085,1648.6358731415085,9891.82,9891.12,9691.68,204.89,0.0,production,4,1830.39,1628.77,-17200.42,12.28,-1.72,30.0,1.83,2.8,0.22,0.0,65.61,65.61,9891.12
2024-03-03 22:00:00,1594.7100725524083,1594.7100725524083,1594.7100725524083,1594.7100725524083,1594.7100725524083,1594.7100725524083,9568.26,9567.56,9368.45,198.38,0.0,production,4,1772.23,1577.02,-16234.4,11.99,-1.68,29.0,1.84,2.84,0.22,0.0,65.68,65.68,9567.56
2024-03-03 22:15:00,2567.4158826037283,2567.4158826037283,2567.4158826037283,2567.4158826037283,2567.4158826037283,2567.4158826037283,15404.5,15403.8,15211.38,307.24,211.38,production,4,2744.74,2442.4,-35680.41,16.45,-2.3,32.0,1.78,2.3,0.3,0.0,63.89,63.89,15192.42
2024-03-03 22:30:00,2914.73362323896,2914.73362323896,2914.73362323896,2914.73362323896,2914.73362323896,2914.73362323896,17488.4,17487.7,17175.45,307.24,2175.45,production,4,2744.74,2442.4,-35680.41,16.45,-2.3,32.0,1.78,2.3,0.3,0.0,63.89,63.89,15312.25
2024-03-03 22:45:00,2337.4334322420686,2337.4334322420686,2337.4334322420686,2337.4334322420686,2337.4334322420686,2337.4334322420686,14024.6,14023.9,13711.65,283.14,0.0,production,4,2529.44,2250.82,-30775.26,15.52,-2.17,31.0,1.79,2.42,0.28,0.0,64.34,64.34,14023.9
2024-03-03 23:00:00,2751.467138814736,2751.467138814736,2751.467138814736,2751.467138814736,2751.467138814736,2751.467138814736,16508.8,16508.1,16224.06,307.24,1224.06,production,4,2744.74,2442.4,-35680.41,16.45,-2.3,32.0,1.78,2.3,0.3,0.0,63.89,63.89,15284.04
2024-03-03 23:15:00,1772.3888304389238,1772.3888304389238,1772.3888304389238,1772.3888304389238,1772.3888304389238,1772.3888304389238,10634.33,10633.63,10321.38,217.48,0.0,production,4,1942.86,1728.85,-19139.38,12.83,-1.8,30.0,1.83,2.72,0.23,0.0,65.45,65.45,10633.63
2024-03-03 23:30:00,1124.4241375986007,1124.4241375986007,1124.4241375986007,1124.4241375986007,1124.4241375986007,1124.4241375986007,6746.54,6745.84,6533.77,139.66,0.0,production,4,1247.66,1110.23,-8683.2,9.19,-1.29,29.0,1.85,3.37,0.19,0.0,65.83,65.83,6745.84
2024-03-03 23:45:00,706.4958550537989,706.4958550537989,706.4958550537989,706.4958550537989,706.4958550537989,706.4958550537989,4238.98,4238.28,4104.64,86.7,0.0,production,4,774.54,689.22,-3716.8,6.26,-0.88,30.0,1.83,4.26,0.18,0.0,64.13,64.13,4238.28
2024-03-04 00:00:00,1307.3487236414458,1307.3487236414458,1307.3487236414458,1307.3487236414458,1307.3487236414458,1307.3487236414458,7844.09,7843.39,7760.81,165.45,0.0,production,4,1478.05,1315.24,-11740.4,10.46,-1.46,29.0,1.85,3.08,0.2,0.0,65.93,65.93,7843.39
2024-03-04 00:15:00,1353.3581802013978,1353.3581802013978,1353.3581802013978,1353.3581802013978,1353.3581802013978,1353.3581802013978,8120.15,8119.45,7960.28,169.59,0.0,production,4,1515.04,1348.15,-12268.85,10.66,-1.49,29.0,1.85,3.03,0.2,0.0,65.93,65.93,8119.45
2024-03-04 00:30:00,805.9302765174659,805.9302765174659,805.9302765174659,805.9302765174659,805.9302765174659,805.9302765174659,4835.58,4834.88,4671.56,99.3,0.0,production,4,887.1,789.38,-4735.13,7.01,-0.98,29.0,1.84,3.94,0.18,0.0,64.89,64.89,4834.88
2024-03-04 00:45:00,838.8184309325414,838.8184309325414,838.8184309325414,838.8184309325414,838.8184309325414,838.8184309325414,5032.91,5032.21,4937.53,105.17,0.0,production,4,939.54,836.05,-5243.89,7.35,-1.03,29.0,1.85,3.85,0.18,0.0,65.11,65.11,5032.21
2024-03-04 01:00:00,944.3822065550808,944.3822065550808,944.3822065550808,944.3822065550808,944.3822065550808,944.3822065550808,5666.29,5665.59,5565.28,118.87,0.0,production,4,1061.93,944.96,-6519.59,8.1,-1.13,29.0,1.85,3.64,0.19,0.0,65.51,65.51,5665.59
2024-03-04 01:15:00,1172.5812266275293,1172.5812266275293,1172.5812266275293,1172.5812266275293,1172.5812266275293,1172.5812266275293,7035.49,7034.79,6921.32,147.87,0.0,production,4,1321.0,1175.49,-9611.92,9.61,-1.34,29.0,1.85,3.28,0.19,0.0,65.89,65.89,7034.79
2024-03-04 01:30:00,2115.049997776489,2115.049997776489,2115.049997776489,2115.049997776489,2115.049997776489,2115.049997776489,12690.3,12689.6,12547.94,260.98,0.0,production,4,2331.47,2074.66,-26565.01,14.64,-2.05,31.0,1.8,2.52,0.26,0.0,64.74,64.74,12689.6
2024-03-04 01:45:00,2468.266957959605,2468.266957959605,2468.266957959605,2468.266957959605,2468.266957959605,2468.266957959605,14809.6,14808.9,14550.08,298.87,0.0,production,4,2669.96,2375.86,-33939.21,16.13,-2.26,32.0,1.78,2.34,0.3,0.0,64.04,64.04,14808.9
2024-03-04 02:00:00,2003.276572138156,2003.276572138156,2003.276572138156,2003.276572138156,2003.276572138156,2003.276572138156,12019.66,12018.96,11716.36,244.91,0.0,production,4,2187.91,1946.91,-23691.53,13.99,-1.96,30.0,1.81,2.59,0.25,0.0,65.02,65.02,12018.96
2024-03-04 02:15:00,1553.7897030434729,1553.7897030434729,1553.7897030434729,1553.7897030434729,1553.7897030434729,1553.7897030434729,9322.74,9322.04,9080.81,192.56,0.0,production,4,1720.24,1530.75,-15391.86,11.72,-1.64,29.0,1.84,2.88,0.21,0.0,65.75,65.75,9322.04
2024-03-04 02:30:00,1835.8477739912057,1835.8477739912057,1835.8477739912057,1835.8477739912057,1835.8477739912057,1835.8477739912057,11015.09,11014.39,10827.95,227.51,0.0,production,4,2032.47,1808.59,-20752.38,13.26,-1.86,30.0,1.82,2.67,0.23,0.0,65.31,65.31,11014.39
2024-03-04 02:45:00,1554.8711586291097,1554.8711586291097,1554.8711586291097,1554.8711586291097,1554.8711586291097,1554.8711586291097,9329.23,9328.53,9105.97,193.07,0.0,production,4,1724.8,1534.81,-15464.91,11.75,-1.64,29.0,1.84,2.87,0.21,0.0,65.75,65.75,9328.53
2024-03-04 03:00:00,3342.0211140475394,3342.0211140475394,3342.0211140475394,3342.0211140475394,3342.0211140475394,3342.0211140475394,20052.13,20051.43,19864.47,307.24,4864.47,production,4,2744.74,2442.4,-35680.41,16.45,-2.3,32.0,1.78,2.3,0.3,0.0,63.89,63.89,15186.96
2024-03-04 03:15:00,2936.275172821322,2936.275172821322,2936.275172821322,2936.275172821322,2936.275172821322,2936.275172821322,17617.65,17616.95,17304.7,307.24,2304.7,production,4,2744.74,2442.4,-35680.41,16.45,-2.3,32.0,1.78,2.3,0.3,0.0,63.89,63.89,15312.25
2024-03-04 03:30:00,2297.206725619558,2297.206725619558,2297.206725619558,2297.206725619558,2297.206725619558,2297.206725619558,13783.24,13782.54,13470.29,278.57,0.0,production,4,2488.61,2214.49,-29884.42,15.35,-2.15,31.0,1.79,2.44,0.27,0.0,64.43,64.43,13782.54
2024-03-04 03:45:00,2009.1977263857732,2009.1977263857732,2009.1977263857732,2009.1977263857732,2009.1977263857732,2009.1977263857732,12055.19,12054.49,11775.8,246.07,0.0,production,4,2198.27,1956.13,-23893.06,14.03,-1.96,30.0,1.81,2.59,0.25,0.0,65.0,65.0,12054.49
2024-03-04 04:00:00,2180.462769910892,2180.462769910892,2180.462769910892,2180.462769910892,2180.462769910892,2180.462769910892,13082.78,13082.08,12839.62,266.57,0.0,production,4,2381.41,2119.1,-27599.97,14.87,-2.08,31.0,1.8,2.49,0.26,0.0,64.65,64.65,13082.08
2024-03-04 04:15:00,1898.1061459878763,1898.1061459878763,1898.1061459878763,1898.1061459878763,1898.1061459878763,1898.1061459878763,11388.64,11387.94,11122.88,233.31,0.0,production,4,2084.28,1854.7,-21712.75,13.5,-1.89,30.0,1.82,2.64,0.24,0.0,65.21,65.21,11387.94
2024-03-04 04:30:00,1315.004308920844,1315.004308920844,1315.004308920844,1315.004308920844,1315.004308920844,1315.004308920844,7890.03,7889.33,7660.55,163.37,0.0,production,4,1459.47,1298.71,-11478.02,10.36,-1.45,29.0,1.85,3.1,0.2,0.0,65.93,65.93,7889.33
2024-03-04 04:45:00,776.9532011409653,776.9532011409653,776.9532011409653,776.9532011409653,776.9532011409653,776.9532011409653,4661.72,4661.02,4503.94,95.59,0.0,production,4,853.96,759.89,-4424.53,6.79,-0.95,29.0,1.84,4.0,0.18,0.0,64.72,64.72,4661.02
2024-03-04 05:00:00,1178.8060639236217,1178.8060639236217,1178.8060639236217,1178.8060639236217,1178.8060639236217,1178.8060639236217,7072.84,7072.14,6981.02,149.13,0.0,production,4,1332.26,1185.51,-9758.07,9.67,-1.35,29.0,1.85,3.27,0.19,0.0,65.89,65.89,7072.14
2024-03-04 05:15:00,1087.7534724175805,1087.7534724175805,1087.7534724175805,1087.7534724175805,1087.7534724175805,1087.7534724175805,6526.52,6525.82,6382.93,136.45,0.0,production,4,1218.98,1084.71,-8331.24,9.03,-1.26,29.0,1.85,3.41,0.19,0.0,65.8,65.8,6525.82
2024-03-04 05:30:00,612.780736504653,612.780736504653,612.780736504653,612.780736504653,612.780736504653,612.780736504653,3676.68,3675.98,3545.48,74.1,0.0,production,4,661.97,589.06,-2805.08,5.47,-0.77,30.0,1.81,4.65,0.18,0.0,63.02,63.02,3675.98
2024-03-04 05:45:00,909.2181022981944,909.2181022981944,909.2181022981944,909.2181022981944,909.2181022981944,909.2181022981944,5455.31,5454.61,5384.07,114.93,0.0,production,4,1026.73,913.63,-6140.77,7.89,-1.1,29.0,1.85,3.71,0.18,0.0,65.41,65.41,5454.61
2024-03-04 06:00:00,1270.8919240762928,1270.8919240762928,1270.8919240762928,1270.8919240762928,1270.8919240762928,1270.8919240762928,7625.35,7624.65,7514.98,160.33,0.0,production,4,1432.31,1274.54,-11100.96,10.22,-1.43,29.0,1.85,3.14,0.2,0.0,65.92,65.92,7624.65
2024-03-04 06:15:00,1562.6268461142813,1562.6268461142813,1562.6268461142813,1562.6268461142813,1562.6268461142813,1562.6268461142813,9375.76,9375.06,9221.02,195.4,0.0,production,4,1745.61,1553.33,-15800.53,11.85,-1.66,29.0,1.84,2.86,0.21,0.0,65.72,65.72,9375.06
2024-03-04 06:30:00,1179.7108600395136,1179.7108600395136,1179.7108600395136,1179.7108600395136,1179.7108600395136,1179.7108600395136,7078.27,7077.57,6888.21,147.17,0.0,production,4,1314.75,1169.93,-9531.22,9.57,-1.34,29.0,1.85,3.29,0.19,0.0,65.88,65.88,7077.57
2024-03-04 06:45:00,711.9842711337261,711.9842711337261,711.9842711337261,711.9842711337261,711.9842711337261,711.9842711337261,4271.91,4271.21,4130.24,87.27,0.0,production,4,779.63,693.75,-3760.79,6.3,-0.88,30.0,1.83,4.25,0.18,0.0,64.16,64.16,4271.21
2024-03-04 07:00:00,810.8401698496739,810.8401698496739,810.8401698496739,810.8401698496739,810.8401698496739,810.8401698496739,4865.04,4864.34,4781.21,101.72,0.0,production,4,908.72,808.62,-4942.53,7.15,-1.0,29.0,1.85,3.91,0.18,0.0,64.97,64.97,4864.34
2024-03-04 07:15:00,997.1399281771496,997.1399281771496,997.1399281771496,997.1399281771496,997.1399281771496,997.1399281771496,5982.84,5982.14,5885.14,125.78,0.0,production,4,1123.66,999.89,-7208.62,8.47,-1.19,29.0,1.85,3.54,0.19,0.0,65.65,65.65,5982.14
2024-03-04 07:30:00,517.379896079051,517.379896079051,517.379896079051,517.379896079051,517.379896079051,517.379896079051,3104.28,3103.58,2983.46,61.26,0.0,production,4,547.27,486.99,-1987.91,4.61,-0.65,32.0,1.78,5.05,0.17,0.0,61.44,61.44,3103.58
2024-03-04 07:45:00,997.5974841098886,997.5974841098886,997.5974841098886,997.5974841098886,997.5974841098886,997.5974841098886,5985.58,5984.88,5926.55,126.67,0.0,production,4,1131.61,1006.96,-7299.7,8.52,-1.19,29.0,1.85,3.52,0.19,0.0,65.68,65.68,5984.88
2024-03-04 08:00:00,712.5915461329142,712.5915461329142,712.5915461329142,712.5915461329142,712.5915461329142,712.5915461329142,4275.55,4274.85,4153.87,87.8,0.0,production,4,784.36,697.97,-3801.57,6.33,-0.89,30.0,1.83,4.23,0.18,0.0,64.21,64.21,4274.85
2024-03-04 08:15:00,712.4253198656571,712.4253198656571,712.4253198656571,712.4253198656571,712.4253198656571,712.4253198656571,4274.55,4273.85,4190.21,88.61,0.0,production,4,791.6,704.4,-3864.59,6.38,-0.89,30.0,1.83,4.21,0.18,0.0,64.26,64.26,4273.85
2024-03-04 08:30:00,745.7086822346324,745.7086822346324,745.7086822346324,745.7086822346324,745.7086822346324,745.7086822346324,4474.25,4473.55,4389.13,93.04,0.0,production,4,831.18,739.62,-4216.35,6.64,-0.93,29.0,1.84,4.07,0.18,0.0,64.56,64.56,4473.55
2024-03-04 08:45:00,998.2292495746044,998.2292495746044,998.2292495746044,998.2292495746044,998.2292495746044,998.2292495746044,5989.38,5988.68,5900.01,126.1,0.0,production,4,1126.52,1002.43,-7241.28,8.49,-1.19,29.0,1.85,3.53,0.19,0.0,65.67,65.67,5988.68
2024-03-04 09:00:00,613.7631720401663,613.7631720401663,613.7631720401663,613.7631720401663,613.7631720401663,613.7631720401663,3682.58,3681.88,3561.45,74.46,0.0,production,4,665.19,591.92,-2829.79,5.5,-0.77,30.0,1.81,4.63,0.18,0.0,63.06,63.06,3681.88
2024-03-04 09:15:00,910.7035727538412,910.7035727538412,910.7035727538412,910.7035727538412,910.7035727538412,910.7035727538412,5464.22,5463.52,5392.64,115.12,0.0,production,4,1028.43,915.15,-6158.49,7.9,-1.11,29.0,1.85,3.7,0.18,0.0,65.42,65.42,5463.52
2024-03-04 09:30:00,877.828402719641,877.828402719641,877.828402719641,877.828402719641,877.828402719641,877.828402719641,5266.97,5266.27,5156.42,109.96,0.0,production,4,982.33,874.13,-5676.94,7.62,-1.07,29.0,1.85,3.78,0.18,0.0,65.27,65.27,5266.27
2024-03-04 09:45:00,517.8003386863078,517.8003386863078,517.8003386863078,517.8003386863078,517.8003386863078,517.8003386863078,3106.8,3106.1,3001.2,61.67,0.0,production,4,550.93,490.24,-2012.11,4.64,-0.65,32.0,1.78,5.04,0.17,0.0,61.5,61.5,3106.1
2024-03-04 10:00:00,496.255457744395,496.255457744395,496.255457744395,496.255457744395,496.255457744395,496.255457744395,2977.53,2976.83,2918.11,59.76,0.0,production,4,533.87,475.06,-1899.7,4.5,-0.63,32.0,1.78,5.07,0.17,0.0,61.24,61.24,2976.83
2024-03-04 10:15:00,386.9607093510843,386.9607093510843,386.9607093510843,386.9607093510843,386.9607093510843,386.9607093510843,2321.76,2321.07,2264.17,44.55,0.0,production,4,397.99,354.15,-1100.5,3.36,-0.47,34.0,1.71,5.69,0.17,0.0,58.01,58.01,2321.07
2024-03-04 10:30:00,953.1732413223364,953.1732413223364,953.1732413223364,953.1732413223364,953.1732413223364,953.1732413223364,5719.04,5718.34,5675.89,121.26,0.0,production,4,1083.28,963.95,-6754.95,8.23,-1.15,29.0,1.85,3.61,0.19,0.0,65.56,65.56,5718.34
2024-03-04 10:45:00,844.7541749733048,844.7541749733048,844.7541749733048,844.7541749733048,844.7541749733048,844.7541749733048,5068.53,5067.83,4952.06,105.48,0.0,production,4,942.31,838.51,-5272.24,7.36,-1.03,29.0,1.85,3.85,0.18,0.0,65.11,65.11,5067.83
2024-03-04 11:00:00,1136.3795422872531,1136.3795422872531,1136.3795422872531,1136.3795422872531,1136.3795422872531,1136.3795422872531,6818.28,6817.58,6716.97,143.55,0.0,production,4,1282.41,1141.15,-9117.87,9.39,-1.31,29.0,1.85,3.33,0.19,0.0,65.86,65.86,6817.58
2024-03-04 11:15:00,910.6193300756634,910.6193300756634,910.6193300756634,910.6193300756634,910.6193300756634,910.6193300756634,5463.72,5463.02,5325.58,113.66,0.0,production,4,1015.39,903.54,-6020.3,7.82,-1.09,29.0,1.85,3.72,0.18,0.0,65.38,65.38,5463.02
2024-03-04 11:30:00,1364.3056190696616,1364.3056190696616,1364.3056190696616,1364.3056190696616,1364.3056190696616,1364.3056190696616,8185.83,8185.13,8076.68,172.0,0.0,production,4,1536.57,1367.31,-12581.15,10.77,-1.51,29.0,1.85,3.01,0.2,0.0,65.92,65.92,8185.13
2024-03-04 11:45:00,844.8689979108203,844.8689979108203,844.8689979108203,844.8689979108203,844.8689979108203,844.8689979108203,5069.21,5068.51,4902.77,104.4,0.0,production,4,932.66,829.93,-5176.3,7.3,-1.02,29.0,1.85,3.87,0.18,0.0,65.07,65.07,5068.51
