relative power [%],energy consumption [kWh/m3]
1.0,-1.4645825658969902
2.073513463294454,-13.804993412824224
3.1470269265889077,27.245407115571084
4.220540389883362,12.24486649550161
5.294053853177815,9.352572589892686
6.36756731647227,8.115327360097243
7.4410807797667236,7.46267440410001
8.514594243061177,7.054468902612512
9.58810770635563,6.7703454070840605
10.661621169650084,6.560182419133644
11.735134632944538,6.397575639624812
12.808648096238992,6.248043937278808
13.882161559533445,6.11774959809449
14.955675022827899,6.005283276553914
16.029188486122354,5.913797582096105
17.102701949416808,5.606379494615548
18.17621541271126,5.541163454657158
19.249728876005715,5.482093534937998
20.32324233930017,5.430401138046795
21.396755802594623,5.388308597864437
22.470269265889076,5.349554039258071
23.54378272918353,5.313594161943607
24.617296192477983,5.279995489341495
25.69080965577244,5.2484544353764635
26.76432311906689,5.2186527801084335
27.837836582361348,5.191538397585933
28.911350045655798,5.166050342379612
29.984863508950255,5.141672906491769
31.058376972244705,5.124429838881013
32.13189043553916,5.108122916206903
33.205403898833616,5.0932591908770535
34.27891736212807,5.08199791783284
35.35243082542252,5.071324688453237
36.42594428871698,5.061192623415858
37.49945775201143,5.051545199912151
38.572971215305884,5.042320731684282
39.64648467860034,5.032596271257492
40.71999814189479,5.022640460219872
41.793511605189245,5.012995310661983
42.8670250684837,5.003622589944437
43.94053853177815,4.994498914973427
45.014051995072606,4.989758777092828
46.08756545836705,4.987013096123161
47.161078921661506,4.984470671868015
48.23459238495596,4.982168705585522
49.30810584825041,4.978130615395575
50.38161931154487,4.969528628058146
51.45513277483932,4.961047158334704
52.52864623813378,4.952673957122261
53.602159701428235,4.94748818945322
54.67567316472268,4.944810854799937
55.749186628017135,4.942218634736004
56.822700091311596,4.9397070184687735
57.89621355460605,4.937269437054184
58.969727017900496,4.934898241486145
60.04324048119496,4.934461486710458
61.11675394448941,4.935085545710383
62.190267407783864,4.935762932856716
63.26378087107831,4.936488957486009
64.33729433437277,4.937259284454327
65.41080779766723,4.938424514795996
66.48432126096168,4.940199525944937
67.55783472425613,4.942005111404685
68.63134818755059,4.943838528088868
69.70486165084505,4.945439073687359
70.7783751141395,4.946928230792015
71.85188857743394,4.948487071896455
72.9254020407284,4.950077099535855
73.99891550402286,4.95168371546435
75.07242896731731,4.953304833833193
76.14594243061175,4.955120258607612
77.21945589390621,4.9580992943559865
78.29296935720068,4.961075242865841
79.36648282049512,4.964062581941891
80.43999628378957,4.967066829367309
81.51350974708403,4.970089727200264
82.58702321037849,4.973376356916826
83.66053667367294,4.976882337196141
84.73405013696738,4.980393563581551
85.80756360026184,4.983909467373185
86.8810770635563,4.987442850859482
87.95459052685075,4.990981052870548
89.0281039901452,4.994520640765686
90.10161745343966,4.998222025505207
91.17513091673412,5.00321369664523
92.24864438002857,5.008206994539445
93.32215784332301,5.013201506020025
94.39567130661747,5.01819746711202
95.46918476991193,5.023185373455853
96.54269823320638,5.028162414770369
97.61621169650083,5.033139492584977
98.68972515979529,5.038074496978976
99.76323862308975,5.042984760410785
